Pays,Catégorie,Item,Valeur,Plage
Bulgaria,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"2,148.30 €","1,180.30-3,335.62"
Bulgaria,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,471.94 €","923.71-2,360.59"
Bulgaria,Salaries And Financing,Average Monthly Net Salary (After Tax),957.91 €,
Bulgaria,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.15,2.60-5.70
Burkina Faso,Rent Per Month,Apartment (1 bedroom) in City Centre,381.12 €,304.90-457.35
Burkina Faso,Rent Per Month,Apartment (1 bedroom) Outside of Centre,238.84 €,182.94-304.90
Burkina Faso,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,092.55 €","609.80-1,905.61"
Burkina Faso,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,660.61 €,457.35-990.92
Burkina Faso,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,200.00 €,
Burkina Faso,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,100.00 €,
Burkina Faso,Salaries And Financing,Average Monthly Net Salary (After Tax),599.63 €,
Burkina Faso,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",?,
Burundi,Rent Per Month,Apartment (1 bedroom) in City Centre,195.42 €,125.00-265.84
Burundi,Rent Per Month,Apartment (1 bedroom) Outside of Centre,74.36 €,26.70-155.08
Burundi,Rent Per Month,Apartment (3 bedrooms) in City Centre,431.36 €,419.65-443.07
Burundi,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,245.65 €,225.45-265.84
Burundi,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"2,515.91 €","1,837.80-3,088.83"
Burundi,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"2,133.70 €","1,483.64-2,479.94"
Burundi,Salaries And Financing,Average Monthly Net Salary (After Tax),549.22 €,
Burundi,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",14.17,
Cambodia,Rent Per Month,Apartment (1 bedroom) in City Centre,390.53 €,275.67-643.23
Cambodia,Rent Per Month,Apartment (1 bedroom) Outside of Centre,228.50 €,165.40-321.62
Cambodia,Rent Per Month,Apartment (3 bedrooms) in City Centre,716.32 €,"459.45-1,102.68"
Cambodia,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,442.97 €,275.67-689.18
Cambodia,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,822.49 €","918.90-2,940.48"
Cambodia,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,300.24 €","827.01-2,012.39"
Cambodia,Salaries And Financing,Average Monthly Net Salary (After Tax),288.41 €,
Cambodia,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",11.09,8.00-18.00
Cameroon,Rent Per Month,Apartment (1 bedroom) in City Centre,681.79 €,"228.67-1,128.12"
Cameroon,Rent Per Month,Apartment (1 bedroom) Outside of Centre,405.49 €,91.47-762.25
Cameroon,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,523.36 €","762.25-2,286.74"
Cameroon,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,751.10 €,"228.67-1,524.49"
Cameroon,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,803.29 €","1,670.08-1,829.39"
Cameroon,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,843.66 €,686.02-914.69
Cameroon,Salaries And Financing,Average Monthly Net Salary (After Tax),140.57 €,
Cameroon,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",19.04,15.00-20.00
Canada,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,174.26 €","785.23-1,753.59"
Canada,Rent Per Month,Apartment (1 bedroom) Outside of Centre,"1,049.96 €","719.20-1,483.92"
Canada,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,886.23 €","1,211.75-3,051.38"
Canada,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,628.16 €","986.90-2,462.55"
Canada,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"5,899.71 €","2,821.32-10,228.65"
Canada,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"4,132.52 €","2,237.52-7,569.39"
Canada,Salaries And Financing,Average Monthly Net Salary (After Tax),"2,501.85 €",
Canada,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",6.62,5.00-7.24
Cape Verde,Rent Per Month,Apartment (1 bedroom) in City Centre,388.73 €,272.07-544.13
Cape Verde,Rent Per Month,Apartment (1 bedroom) Outside of Centre,216.52 €,163.24-350.00
Cape Verde,Rent Per Month,Apartment (3 bedrooms) in City Centre,523.34 €,"302.92-1,360.33"
Cape Verde,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,484.08 €,226.72-725.51
Cape Verde,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,880.66 €,"589.48-1,133.61"
Cape Verde,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,653.58 €,300.00-879.68
Cape Verde,Salaries And Financing,Average Monthly Net Salary (After Tax),226.72 €,
Cape Verde,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",7.67,4.50-9.00
Cayman Islands,Rent Per Month,Apartment (1 bedroom) in City Centre,"2,608.42 €","2,202.36-3,303.53"
Cayman Islands,Rent Per Month,Apartment (1 bedroom) Outside of Centre,"2,112.89 €","1,651.77-2,752.94"
Cayman Islands,Rent Per Month,Apartment (3 bedrooms) in City Centre,"5,010.36 €","4,404.71-6,607.07"
Cayman Islands,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"4,326.06 €","3,854.12-4,955.30"
Cayman Islands,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"10,165.10 €","5,926.49-15,408.88"
Cayman Islands,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"7,704.44 €","3,555.89-15,408.88"
Cayman Islands,Salaries And Financing,Average Monthly Net Salary (After Tax),"6,260.50 €",
Cayman Islands,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",7.17,4.00-9.00
Central African Republic,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,143.37 €","1,067.14-1,219.59"
Central African Republic,Rent Per Month,Apartment (1 bedroom) Outside of Centre,?,
Central African Republic,Rent Per Month,Apartment (3 bedrooms) in City Centre,?,
Central African Republic,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,?,
Central African Republic,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,219.59 €",
Central African Republic,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,455.87 €",
Central African Republic,Salaries And Financing,Average Monthly Net Salary (After Tax),762.69 €,
Central African Republic,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",?,
Chad,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,293.51 €","1,062.52-1,524.49"
Chad,Rent Per Month,Apartment (1 bedroom) Outside of Centre,167.69 €,76.22-259.16
Chad,Rent Per Month,Apartment (3 bedrooms) in City Centre,228.67 €,
Chad,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,278.22 €,152.45-403.99
Chad,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,164.08 €,
Chad,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,164.08 €,
Chad,Salaries And Financing,Average Monthly Net Salary (After Tax),304.90 €,
Chad,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",3.50,
Chile,Rent Per Month,Apartment (1 bedroom) in City Centre,423.10 €,345.21-591.78
Chile,Rent Per Month,Apartment (1 bedroom) Outside of Centre,338.58 €,246.58-493.15
Chile,Rent Per Month,Apartment (3 bedrooms) in City Centre,752.81 €,"542.47-1,183.56"
Chile,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,611.35 €,443.84-986.30
Chile,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"2,065.55 €","1,479.46-2,958.91"
Chile,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"2,033.52 €","1,273.98-3,675.60"
Chile,Salaries And Financing,Average Monthly Net Salary (After Tax),648.16 €,
Chile,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",5.16,4.00-7.00
China,Rent Per Month,Apartment (1 bedroom) in City Centre,429.54 €,"190.36-1,015.27"
China,Rent Per Month,Apartment (1 bedroom) Outside of Centre,246.70 €,126.91-507.64
China,Rent Per Month,Apartment (3 bedrooms) in City Centre,881.35 €,"380.73-2,189.44"
China,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,508.31 €,"253.82-1,142.18"
China,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"6,238.87 €","1,956.28-13,475.67"
China,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"3,042.54 €","1,269.09-7,411.51"
China,Salaries And Financing,Average Monthly Net Salary (After Tax),855.15 €,
China,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.17,3.10-5.33
Colombia,Rent Per Month,Apartment (1 bedroom) in City Centre,331.18 €,200.20-667.34
Colombia,Rent Per Month,Apartment (1 bedroom) Outside of Centre,263.99 €,155.71-444.89
Colombia,Rent Per Month,Apartment (3 bedrooms) in City Centre,609.96 €,"363.33-1,112.24"
Colombia,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,490.18 €,289.18-889.79
Colombia,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,382.09 €","817.83-2,224.47"
Colombia,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,118.61 €","667.34-1,668.36"
Colombia,Salaries And Financing,Average Monthly Net Salary (After Tax),354.21 €,
Colombia,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",13.26,10.00-18.00
Comoros,Rent Per Month,Apartment (1 bedroom) in City Centre,650.00 €,
Comoros,Rent Per Month,Apartment (1 bedroom) Outside of Centre,540.00 €,
Comoros,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,250.00 €",
Comoros,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,015.00 €",
Comoros,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,400.00 €",
Comoros,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,200.00 €",
Comoros,Salaries And Financing,Average Monthly Net Salary (After Tax),583.20 €,
Comoros,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",3.80,
Cook Islands,Rent Per Month,Apartment (1 bedroom) in City Centre,137.59 €,
Cook Islands,Rent Per Month,Apartment (1 bedroom) Outside of Centre,137.59 €,
Cook Islands,Rent Per Month,Apartment (3 bedrooms) in City Centre,153.46 €,105.84-201.09
Cook Islands,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,201.09 €,
Cook Islands,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"4,556.84 €",
Cook Islands,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,649.90 €,449.80-850.00
Cook Islands,Salaries And Financing,Average Monthly Net Salary (After Tax),?,
Cook Islands,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",8.00,
Costa Rica,Rent Per Month,Apartment (1 bedroom) in City Centre,735.70 €,"367.37-1,322.54"
Costa Rica,Rent Per Month,Apartment (1 bedroom) Outside of Centre,492.35 €,275.53-826.59
Costa Rica,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,357.69 €","734.74-2,297.25"
Costa Rica,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,943.13 €,"551.06-1,653.18"
Costa Rica,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"2,475.42 €","1,552.15-4,576.12"
Costa Rica,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,331.99 €","786.92-1,836.86"
Costa Rica,Salaries And Financing,Average Monthly Net Salary (After Tax),933.50 €,
Costa Rica,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",10.38,7.50-15.00
Croatia,Rent Per Month,Apartment (1 bedroom) in City Centre,643.46 €,"500.00-1,000.00"
Croatia,Rent Per Month,Apartment (1 bedroom) Outside of Centre,492.24 €,350.00-700.00
Croatia,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,072.43 €","700.00-1,700.00"
Croatia,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,787.35 €,"550.00-1,300.00"
Croatia,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"3,864.90 €","2,600.00-6,000.00"
Croatia,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"2,787.98 €","2,000.00-4,000.00"
Croatia,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,292.61 €",
Croatia,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.34,3.00-4.70
Cuba,Rent Per Month,Apartment (1 bedroom) in City Centre,316.75 €,183.78-643.23
Cuba,Rent Per Month,Apartment (1 bedroom) Outside of Centre,479.48 €,321.62-735.12
Cuba,Rent Per Month,Apartment (3 bedrooms) in City Centre,830.84 €,"551.34-1,182.98"
Cuba,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,581.89 €,459.45-918.90
Cuba,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,343.45 €,294.05-363.65
Cuba,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,311.77 €,266.48-344.59
Cuba,Salaries And Financing,Average Monthly Net Salary (After Tax),33.60 €,
Cuba,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",8.96,5.00-15.00
Curacao,Rent Per Month,Apartment (1 bedroom) in City Centre,725.05 €,"458.26-1,018.36"
Curacao,Rent Per Month,Apartment (1 bedroom) Outside of Centre,507.73 €,356.43-763.77
Curacao,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,586.95 €","916.52-2,291.31"
Curacao,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,073.52 €","611.02-1,629.38"
Curacao,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,763.77 €,
Curacao,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,152.75 €,
Curacao,Salaries And Financing,Average Monthly Net Salary (After Tax),910.16 €,
Curacao,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",5.19,4.80-5.85
Cyprus,Rent Per Month,Apartment (1 bedroom) in City Centre,931.61 €,"600.00-1,500.00"
Cyprus,Rent Per Month,Apartment (1 bedroom) Outside of Centre,742.09 €,"450.00-1,200.00"
Cyprus,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,765.33 €","1,100.00-2,700.00"
Cyprus,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,424.28 €","900.00-2,200.00"
Cyprus,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"3,099.54 €","1,900.00-5,000.00"
Cyprus,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"2,324.42 €","1,400.00-4,000.00"
Cyprus,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,590.82 €",
Cyprus,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.41,3.00-6.00
Czech Republic,Rent Per Month,Apartment (1 bedroom) in City Centre,724.30 €,"479.62-1,199.05"
Czech Republic,Rent Per Month,Apartment (1 bedroom) Outside of Centre,587.22 €,399.68-879.30
Czech Republic,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,224.41 €","719.43-2,398.10"
Czech Republic,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,940.59 €,"639.49-1,598.73"
Czech Republic,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"4,548.68 €","2,597.94-7,993.67"
Czech Republic,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"3,351.49 €","1,998.42-5,595.57"
Czech Republic,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,449.55 €",
Czech Republic,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",5.52,4.49-6.00
Democratic Republic of the Congo,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,137.14 €","459.45-1,837.80"
Democratic Republic of the Congo,Rent Per Month,Apartment (1 bedroom) Outside of Centre,338.84 €,229.73-459.45
Democratic Republic of the Congo,Rent Per Month,Apartment (3 bedrooms) in City Centre,"2,389.14 €","1,837.80-4,135.05"
Democratic Republic of the Congo,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,762.69 €,"413.50-2,297.25"
Democratic Republic of the Congo,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"3,751.71 €","918.90-11,869.15"
Democratic Republic of the Congo,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,643.23 €,"459.45-1,378.35"
Democratic Republic of the Congo,Salaries And Financing,Average Monthly Net Salary (After Tax),476.68 €,
Democratic Republic of the Congo,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",17.00,12.00-21.00
Denmark,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,036.84 €","670.14-2,010.42"
Denmark,Rent Per Month,Apartment (1 bedroom) Outside of Centre,801.09 €,"500.00-1,474.31"
Denmark,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,859.26 €","1,206.25-3,350.70"
Denmark,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,464.49 €","938.20-2,278.48"
Denmark,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"4,970.87 €","2,546.54-8,711.83"
Denmark,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"3,541.38 €","1,876.39-6,500.37"
Denmark,Salaries And Financing,Average Monthly Net Salary (After Tax),"3,438.63 €",
Denmark,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.20,2.00-5.00
Djibouti,Rent Per Month,Apartment (1 bedroom) in City Centre,"2,009.85 €",
